comparison,query_count,mean_keyword_f1,mean_taxonomy_f1,mean_f1_difference,f1_bootstrap_ci_lower,f1_bootstrap_ci_upper,wilcoxon_f1_statistic,wilcoxon_f1_p_value,mean_keyword_ndcg_at_5,mean_taxonomy_ndcg_at_5,mean_ndcg_difference,ndcg_bootstrap_ci_lower,ndcg_bootstrap_ci_upper,wilcoxon_ndcg_statistic,wilcoxon_ndcg_p_value
taxonomy_distance_vs_keyword,180,0.40014245014245015,0.808262108262108,0.40811965811965806,0.3871794871794872,0.42799145299145297,15225.0,4.8621348667237193e-32,0.617227265690287,0.9858158529443993,0.3685885872541121,0.3463866390175033,0.38966826589779147,15880.0,6.388030380735843e-32
